2025-02-21 12:49:23,635 INFO    StreamThr :35285 [internal.py:wandb_internal():86] W&B internal server running at pid: 35285, started at: 2025-02-21 12:49:23.634596
2025-02-21 12:49:23,636 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: status
2025-02-21 12:49:23,637 INFO    WriterThread:35285 [datastore.py:open_for_write():85] open: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/run-s5y4at81.wandb
2025-02-21 12:49:23,638 DEBUG   SenderThread:35285 [sender.py:send():382] send: header
2025-02-21 12:49:23,662 DEBUG   SenderThread:35285 [sender.py:send():382] send: run
2025-02-21 12:49:23,885 INFO    SenderThread:35285 [dir_watcher.py:__init__():211] watching files in: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files
2025-02-21 12:49:23,885 INFO    SenderThread:35285 [sender.py:_start_run_threads():1136] run started: s5y4at81 with start time 1740160163.634791
2025-02-21 12:49:23,897 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: check_version
2025-02-21 12:49:23,897 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: check_version
2025-02-21 12:49:23,997 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: run_start
2025-02-21 12:49:24,004 DEBUG   HandlerThread:35285 [system_info.py:__init__():32] System info init
2025-02-21 12:49:24,005 DEBUG   HandlerThread:35285 [system_info.py:__init__():47] System info init done
2025-02-21 12:49:24,005 INFO    HandlerThread:35285 [system_monitor.py:start():194] Starting system monitor
2025-02-21 12:49:24,005 INFO    SystemMonitor:35285 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-02-21 12:49:24,005 INFO    HandlerThread:35285 [system_monitor.py:probe():214] Collecting system info
2025-02-21 12:49:24,006 DEBUG   HandlerThread:35285 [system_info.py:probe():196] Probing system
2025-02-21 12:49:24,006 INFO    SystemMonitor:35285 [interfaces.py:start():190] Started cpu monitoring
2025-02-21 12:49:24,006 INFO    SystemMonitor:35285 [interfaces.py:start():190] Started disk monitoring
2025-02-21 12:49:24,009 INFO    SystemMonitor:35285 [interfaces.py:start():190] Started gpuapple monitoring
2025-02-21 12:49:24,010 INFO    SystemMonitor:35285 [interfaces.py:start():190] Started memory monitoring
2025-02-21 12:49:24,010 INFO    SystemMonitor:35285 [interfaces.py:start():190] Started network monitoring
2025-02-21 12:49:24,014 DEBUG   HandlerThread:35285 [system_info.py:_probe_git():181] Probing git
2025-02-21 12:49:24,046 DEBUG   HandlerThread:35285 [system_info.py:_probe_git():189] Probing git done
2025-02-21 12:49:24,046 DEBUG   HandlerThread:35285 [system_info.py:probe():244] Probing system done
2025-02-21 12:49:24,047 DEBUG   HandlerThread:35285 [system_monitor.py:probe():223] {'os': 'macOS-15.3.1-arm64-arm-64bit', 'python': '3.9.18', 'heartbeatAt': '2025-02-21T17:49:24.006153', 'startedAt': '2025-02-21T17:49:23.629900', 'docker': None, 'cuda': None, 'args': ('--config=configs/case_trial.py',), 'state': 'running', 'program': '/Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/main.py', 'codePathLocal': 'main.py', 'codePath': 'surrogate/main.py', 'git': {'remote': 'https://github.com/ajacobth/DiffMicromehanics.git', 'commit': '1bb58ed46f9186957036118c54355ea3c7014b07'}, 'email': 'ajacobth@purdue.edu', 'root': '/Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics', 'host': 'vpnclient-zone-vendor-2-129.itap.purdue.edu', 'username': 'akshayjacobthomas', 'executable': '/Users/akshayjacobthomas/anaconda3/envs/jax_trial/bin/python', 'cpu_count': 12, 'cpu_count_logical': 12, 'disk': {'/': {'total': 926.3517189025879, 'used': 202.43359375}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 32.0}}
2025-02-21 12:49:24,047 INFO    HandlerThread:35285 [system_monitor.py:probe():224] Finished collecting system info
2025-02-21 12:49:24,047 INFO    HandlerThread:35285 [system_monitor.py:probe():227] Publishing system info
2025-02-21 12:49:24,047 DEBUG   HandlerThread:35285 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2025-02-21 12:49:24,047 DEBUG   HandlerThread:35285 [system_info.py:_save_pip():68] Saving pip packages done
2025-02-21 12:49:24,047 DEBUG   HandlerThread:35285 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2025-02-21 12:49:24,886 INFO    Thread-12 :35285 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/requirements.txt
2025-02-21 12:49:24,886 INFO    Thread-12 :35285 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/conda-environment.yaml
2025-02-21 12:49:25,253 DEBUG   HandlerThread:35285 [system_info.py:_save_conda():87] Saving conda packages done
2025-02-21 12:49:25,254 INFO    HandlerThread:35285 [system_monitor.py:probe():229] Finished publishing system info
2025-02-21 12:49:25,255 DEBUG   SenderThread:35285 [sender.py:send():382] send: files
2025-02-21 12:49:25,255 INFO    SenderThread:35285 [sender.py:_save_file():1392] saving file wandb-metadata.json with policy now
2025-02-21 12:49:25,258 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: stop_status
2025-02-21 12:49:25,258 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: stop_status
2025-02-21 12:49:25,259 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: internal_messages
2025-02-21 12:49:25,350 DEBUG   SenderThread:35285 [sender.py:send():382] send: telemetry
2025-02-21 12:49:25,645 INFO    wandb-upload_0:35285 [upload_job.py:push():131] Uploaded file /var/folders/v2/yw09xwqn1p59m1j1qmqxmbmm0000gn/T/tmpxyttxy2qwandb/2lt9p0k7-wandb-metadata.json
2025-02-21 12:49:25,888 INFO    Thread-12 :35285 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/conda-environment.yaml
2025-02-21 12:49:25,888 INFO    Thread-12 :35285 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/output.log
2025-02-21 12:49:25,888 INFO    Thread-12 :35285 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/wandb-metadata.json
2025-02-21 12:49:27,897 INFO    Thread-12 :35285 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/output.log
2025-02-21 12:49:28,637 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: status_report
2025-02-21 12:49:29,907 INFO    Thread-12 :35285 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/output.log
2025-02-21 12:49:31,917 INFO    Thread-12 :35285 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/output.log
2025-02-21 12:49:33,638 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: status_report
2025-02-21 12:49:33,926 INFO    Thread-12 :35285 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/output.log
2025-02-21 12:49:35,937 INFO    Thread-12 :35285 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/output.log
2025-02-21 12:49:37,946 INFO    Thread-12 :35285 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/output.log
2025-02-21 12:49:38,117 DEBUG   SenderThread:35285 [sender.py:send():382] send: exit
2025-02-21 12:49:38,117 INFO    SenderThread:35285 [sender.py:send_exit():589] handling exit code: 0
2025-02-21 12:49:38,117 INFO    SenderThread:35285 [sender.py:send_exit():591] handling runtime: 14
2025-02-21 12:49:38,117 INFO    SenderThread:35285 [sender.py:_save_file():1392] saving file wandb-summary.json with policy end
2025-02-21 12:49:38,117 INFO    SenderThread:35285 [sender.py:send_exit():597] send defer
2025-02-21 12:49:38,117 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: defer
2025-02-21 12:49:38,117 INFO    HandlerThread:35285 [handler.py:handle_request_defer():172] handle defer: 0
2025-02-21 12:49:38,117 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: defer
2025-02-21 12:49:38,118 INFO    SenderThread:35285 [sender.py:send_request_defer():613] handle sender defer: 0
2025-02-21 12:49:38,118 INFO    SenderThread:35285 [sender.py:transition_state():617] send defer: 1
2025-02-21 12:49:38,118 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: defer
2025-02-21 12:49:38,118 INFO    HandlerThread:35285 [handler.py:handle_request_defer():172] handle defer: 1
2025-02-21 12:49:38,118 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: defer
2025-02-21 12:49:38,118 INFO    SenderThread:35285 [sender.py:send_request_defer():613] handle sender defer: 1
2025-02-21 12:49:38,118 INFO    SenderThread:35285 [sender.py:transition_state():617] send defer: 2
2025-02-21 12:49:38,118 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: defer
2025-02-21 12:49:38,118 INFO    HandlerThread:35285 [handler.py:handle_request_defer():172] handle defer: 2
2025-02-21 12:49:38,118 INFO    HandlerThread:35285 [system_monitor.py:finish():203] Stopping system monitor
2025-02-21 12:49:38,118 INFO    HandlerThread:35285 [interfaces.py:finish():202] Joined cpu monitor
2025-02-21 12:49:38,118 INFO    HandlerThread:35285 [interfaces.py:finish():202] Joined disk monitor
2025-02-21 12:49:38,118 DEBUG   SystemMonitor:35285 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2025-02-21 12:49:38,118 INFO    HandlerThread:35285 [interfaces.py:finish():202] Joined gpuapple monitor
2025-02-21 12:49:38,118 DEBUG   SystemMonitor:35285 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2025-02-21 12:49:38,118 INFO    HandlerThread:35285 [interfaces.py:finish():202] Joined memory monitor
2025-02-21 12:49:38,118 DEBUG   SystemMonitor:35285 [system_monitor.py:_start():183] Publishing last batch of metrics
2025-02-21 12:49:38,118 INFO    HandlerThread:35285 [interfaces.py:finish():202] Joined network monitor
2025-02-21 12:49:38,119 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: defer
2025-02-21 12:49:38,119 INFO    SenderThread:35285 [sender.py:send_request_defer():613] handle sender defer: 2
2025-02-21 12:49:38,119 INFO    SenderThread:35285 [sender.py:transition_state():617] send defer: 3
2025-02-21 12:49:38,119 DEBUG   SenderThread:35285 [sender.py:send():382] send: telemetry
2025-02-21 12:49:38,119 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: defer
2025-02-21 12:49:38,119 DEBUG   SenderThread:35285 [sender.py:send():382] send: stats
2025-02-21 12:49:38,119 INFO    HandlerThread:35285 [handler.py:handle_request_defer():172] handle defer: 3
2025-02-21 12:49:38,119 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: defer
2025-02-21 12:49:38,119 INFO    SenderThread:35285 [sender.py:send_request_defer():613] handle sender defer: 3
2025-02-21 12:49:38,119 INFO    SenderThread:35285 [sender.py:transition_state():617] send defer: 4
2025-02-21 12:49:38,119 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: defer
2025-02-21 12:49:38,119 INFO    HandlerThread:35285 [handler.py:handle_request_defer():172] handle defer: 4
2025-02-21 12:49:38,119 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: defer
2025-02-21 12:49:38,119 INFO    SenderThread:35285 [sender.py:send_request_defer():613] handle sender defer: 4
2025-02-21 12:49:38,119 INFO    SenderThread:35285 [sender.py:transition_state():617] send defer: 5
2025-02-21 12:49:38,119 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: defer
2025-02-21 12:49:38,119 INFO    HandlerThread:35285 [handler.py:handle_request_defer():172] handle defer: 5
2025-02-21 12:49:38,119 DEBUG   SenderThread:35285 [sender.py:send():382] send: summary
2025-02-21 12:49:38,119 INFO    SenderThread:35285 [sender.py:_save_file():1392] saving file wandb-summary.json with policy end
2025-02-21 12:49:38,119 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: defer
2025-02-21 12:49:38,119 INFO    SenderThread:35285 [sender.py:send_request_defer():613] handle sender defer: 5
2025-02-21 12:49:38,119 INFO    SenderThread:35285 [sender.py:transition_state():617] send defer: 6
2025-02-21 12:49:38,119 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: defer
2025-02-21 12:49:38,119 INFO    HandlerThread:35285 [handler.py:handle_request_defer():172] handle defer: 6
2025-02-21 12:49:38,119 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: defer
2025-02-21 12:49:38,119 INFO    SenderThread:35285 [sender.py:send_request_defer():613] handle sender defer: 6
2025-02-21 12:49:38,121 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: status_report
2025-02-21 12:49:38,219 INFO    SenderThread:35285 [sender.py:transition_state():617] send defer: 7
2025-02-21 12:49:38,219 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: defer
2025-02-21 12:49:38,219 INFO    HandlerThread:35285 [handler.py:handle_request_defer():172] handle defer: 7
2025-02-21 12:49:38,219 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: defer
2025-02-21 12:49:38,219 INFO    SenderThread:35285 [sender.py:send_request_defer():613] handle sender defer: 7
2025-02-21 12:49:38,953 INFO    Thread-12 :35285 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/config.yaml
2025-02-21 12:49:38,953 INFO    Thread-12 :35285 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/wandb-summary.json
2025-02-21 12:49:39,121 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: poll_exit
2025-02-21 12:49:39,744 INFO    SenderThread:35285 [sender.py:transition_state():617] send defer: 8
2025-02-21 12:49:39,744 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: poll_exit
2025-02-21 12:49:39,744 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: defer
2025-02-21 12:49:39,744 INFO    HandlerThread:35285 [handler.py:handle_request_defer():172] handle defer: 8
2025-02-21 12:49:39,745 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: defer
2025-02-21 12:49:39,745 INFO    SenderThread:35285 [sender.py:send_request_defer():613] handle sender defer: 8
2025-02-21 12:49:39,745 INFO    SenderThread:35285 [job_builder.py:build():298] Attempting to build job artifact
2025-02-21 12:49:39,745 INFO    SenderThread:35285 [job_builder.py:_get_source_type():428] is repo sourced job
2025-02-21 12:49:39,766 INFO    SenderThread:35285 [job_builder.py:build():404] adding wandb-job metadata file
2025-02-21 12:49:39,768 INFO    SenderThread:35285 [sender.py:transition_state():617] send defer: 9
2025-02-21 12:49:39,768 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: defer
2025-02-21 12:49:39,768 DEBUG   SenderThread:35285 [sender.py:send():382] send: artifact
2025-02-21 12:49:39,768 INFO    HandlerThread:35285 [handler.py:handle_request_defer():172] handle defer: 9
2025-02-21 12:49:39,958 INFO    Thread-12 :35285 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/output.log
2025-02-21 12:49:40,031 INFO    SenderThread:35285 [sender.py:send_artifact():1470] sent artifact job-https___github.com_ajacobth_DiffMicromehanics.git_surrogate_main.py - {'id': 'QXJ0aWZhY3Q6MTUyMDY2MDMyMQ==', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjU2Njk5Nzc2Mw==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTUyMDY2MDMyMQ==', 'versionIndex': 0}}}
2025-02-21 12:49:40,031 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: defer
2025-02-21 12:49:40,031 INFO    SenderThread:35285 [sender.py:send_request_defer():613] handle sender defer: 9
2025-02-21 12:49:40,031 INFO    SenderThread:35285 [dir_watcher.py:finish():358] shutting down directory watcher
2025-02-21 12:49:40,122 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: poll_exit
2025-02-21 12:49:40,965 INFO    SenderThread:35285 [dir_watcher.py:finish():388] scan: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files
2025-02-21 12:49:40,966 INFO    SenderThread:35285 [dir_watcher.py:finish():402] scan save: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/requirements.txt requirements.txt
2025-02-21 12:49:40,966 INFO    SenderThread:35285 [dir_watcher.py:finish():402] scan save: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/output.log output.log
2025-02-21 12:49:40,970 INFO    SenderThread:35285 [dir_watcher.py:finish():402] scan save: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/config.yaml config.yaml
2025-02-21 12:49:40,973 INFO    SenderThread:35285 [dir_watcher.py:finish():402] scan save: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/wandb-summary.json wandb-summary.json
2025-02-21 12:49:40,975 INFO    SenderThread:35285 [dir_watcher.py:finish():402] scan save: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/conda-environment.yaml conda-environment.yaml
2025-02-21 12:49:40,977 INFO    SenderThread:35285 [dir_watcher.py:finish():402] scan save: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/wandb-metadata.json wandb-metadata.json
2025-02-21 12:49:40,977 INFO    SenderThread:35285 [sender.py:transition_state():617] send defer: 10
2025-02-21 12:49:40,978 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: poll_exit
2025-02-21 12:49:40,978 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: defer
2025-02-21 12:49:40,980 INFO    HandlerThread:35285 [handler.py:handle_request_defer():172] handle defer: 10
2025-02-21 12:49:40,980 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: defer
2025-02-21 12:49:40,980 INFO    SenderThread:35285 [sender.py:send_request_defer():613] handle sender defer: 10
2025-02-21 12:49:40,980 INFO    SenderThread:35285 [file_pusher.py:finish():175] shutting down file pusher
2025-02-21 12:49:41,125 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: poll_exit
2025-02-21 12:49:41,125 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: poll_exit
2025-02-21 12:49:41,296 INFO    wandb-upload_1:35285 [upload_job.py:push():131] Uploaded file /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/output.log
2025-02-21 12:49:41,336 INFO    wandb-upload_0:35285 [upload_job.py:push():131] Uploaded file /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/requirements.txt
2025-02-21 12:49:41,379 INFO    wandb-upload_2:35285 [upload_job.py:push():131] Uploaded file /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/config.yaml
2025-02-21 12:49:41,402 INFO    wandb-upload_3:35285 [upload_job.py:push():131] Uploaded file /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/wandb-summary.json
2025-02-21 12:49:41,447 INFO    wandb-upload_4:35285 [upload_job.py:push():131] Uploaded file /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_124923-s5y4at81/files/conda-environment.yaml
2025-02-21 12:49:41,651 INFO    Thread-11 :35285 [sender.py:transition_state():617] send defer: 11
2025-02-21 12:49:41,652 DEBUG   HandlerThread:35285 [handler.py:handle_request():146] handle_request: defer
2025-02-21 12:49:41,652 INFO    HandlerThread:35285 [handler.py:handle_request_defer():172] handle defer: 11
2025-02-21 12:49:41,652 DEBUG   SenderThread:35285 [sender.py:send_request():409] send_request: defer
