Var1,Var2,Output
0.2662905887758096,0.03705218382108855,0.04691477666048631
0.6029077621770451,0.5076820744688558,1.6711950926984924
0.2800512314582305,0.1243034679752183,0.1270814325635802
0.754965942212545,0.8694321932075684,4.4576567427467575
0.8048622340372816,0.499377546623718,2.6209963628844557
0.33844682816461547,0.10554451183833624,0.15142531868881268
0.22154849139815114,0.4336739018862693,0.39012270406920607
0.7106455925718436,0.21450896625471294,1.0313301974589733
0.7424804391327002,0.3356845433584966,1.5844487260101012
0.7702723663944605,0.4339752410425174,2.12483522718765
0.6781914850818945,0.10567880179769196,0.6098439863729856
0.4241224583866037,0.7907084917145628,1.9332396528006435
0.058635843351618644,0.04119324021577553,0.005626685690455344
0.2800142935101765,0.3810780156581147,0.42101277032367235
0.30700990664476957,0.6102882024183447,0.9178838183428522
0.46126089812780535,0.4926284515265532,1.0985289045710562
0.2713823942146284,0.9669919696969886,1.9164593304012072
0.5764514778640162,0.8710607225192265,3.1624471849391926
0.032327589966797965,0.37008213865123485,0.08023615466538361
0.030230053817617897,0.4431253458887193,0.1209819909497222
0.6759789022819401,0.3411949096156356,1.3563056709473347
0.4013403806664593,0.6966040319455402,1.4931962072200922
0.9381652744298978,0.2143150475271558,1.846681162665899
0.6459923514709274,0.36172182354792304,1.321613834357329
0.993898080679584,0.3485706287850814,2.870794135040593
0.08006221201221608,0.3739850106758956,0.1310942328668731
0.19994803690959362,0.5791404586575367,0.5703596500060965
0.8080714806395092,0.9644591810523455,5.624449566513776
0.24892871085117219,0.06854030650782095,0.06378109437810939
0.6696326140589575,0.6585986202146555,2.6443922374324744
0.18542397351996864,0.739953066650225,0.8637808331915753
0.4950830795479716,0.5477063123793893,1.379227344731552
0.925048670973936,0.599802506965226,3.989636279583078
0.40399377723596774,0.48065193503707826,0.8940164175974985
0.2426465689973093,0.588887051367698,0.6924514213845159
0.6106286750673412,0.9403653466581622,3.7995301182567296
0.3723422832221621,0.14961254797772805,0.23694492762034638
0.9558096977301139,0.34718711170719196,2.6454940116798293
0.5228171157913862,0.32030639692814133,0.8269857152658089
0.9985412484502368,0.22994654418391458,2.2076376355860186
0.08161147531642454,0.8917072581385713,0.9378345696134879
0.278166012072258,0.16453391070545242,0.1632365495810953
0.3869330557078625,0.6523525142234057,1.298051507640225
0.8813780113308224,0.8204399284128301,5.188464535053042
0.9446446690233681,0.8178554061896951,5.756485258733076
0.489883814449976,0.702490800758205,1.9000361828083812
0.5190625158430078,0.3856856475434669,0.9865642932804488
0.27325066350518423,0.9417106798746541,1.8234405562243907
0.22550874793903453,0.5497616057685402,0.5776092451380794
0.10527231565792639,0.3132858982026836,0.11862374108656362
0.6224929808278956,0.2047878806320408,0.7689314671819177
0.1534559270681769,0.4228103775400869,0.2662674687173201
0.6674816233377961,0.8430244617995063,3.623075252645813
0.5394848198006302,0.1696013472677641,0.5084893445424149
0.4097411645345813,0.9536080555675297,2.570339635109586
0.8338164073805296,0.9622569262725055,5.854481982860836
0.8756067357135339,0.18035551465065736,1.4363346721355554
0.5304318601792207,0.4626074146715423,1.2429954670444796
0.48465932863267414,0.5434191775724854,1.3271251438814495
0.1743690315447214,0.5480428524133099,0.46339112906474733
0.5957085234176953,0.6531014988889495,2.217479652021721
0.264502072832147,0.8548436662266105,1.4681093171104906
0.26490612659218227,0.12301772874290973,0.11553514902840784
0.5351103939587072,0.7324165442668242,2.2461844819848418
0.6869888845112667,0.6642553999795391,2.7736091445670463
0.4309542282499995,0.11520830408062843,0.2507756805687825
0.920786725076718,0.017602946174187784,0.858169130613516
0.8359522364982833,0.3127712838245117,1.8751843750486175
0.8172454461623667,0.44752245773913746,2.4272921224479003
0.6756912553530938,0.17853988617852068,0.8215400738062586
0.2343869691270044,0.7878431230042733,1.146537639426668
0.08238795471297411,0.3371131738009945,0.1106464341245721
