2025-02-21 11:33:20,521 INFO    StreamThr :34427 [internal.py:wandb_internal():86] W&B internal server running at pid: 34427, started at: 2025-02-21 11:33:20.520356
2025-02-21 11:33:20,522 DEBUG   HandlerThread:34427 [handler.py:handle_request():146] handle_request: status
2025-02-21 11:33:20,524 INFO    WriterThread:34427 [datastore.py:open_for_write():85] open: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_113320-z2lz6xbm/run-z2lz6xbm.wandb
2025-02-21 11:33:20,524 DEBUG   SenderThread:34427 [sender.py:send():382] send: header
2025-02-21 11:33:20,551 DEBUG   SenderThread:34427 [sender.py:send():382] send: run
2025-02-21 11:33:20,867 INFO    SenderThread:34427 [dir_watcher.py:__init__():211] watching files in: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_113320-z2lz6xbm/files
2025-02-21 11:33:20,867 INFO    SenderThread:34427 [sender.py:_start_run_threads():1136] run started: z2lz6xbm with start time 1740155600.520847
2025-02-21 11:33:20,878 DEBUG   HandlerThread:34427 [handler.py:handle_request():146] handle_request: check_version
2025-02-21 11:33:20,878 DEBUG   SenderThread:34427 [sender.py:send_request():409] send_request: check_version
2025-02-21 11:33:21,027 DEBUG   HandlerThread:34427 [handler.py:handle_request():146] handle_request: run_start
2025-02-21 11:33:21,036 DEBUG   HandlerThread:34427 [system_info.py:__init__():32] System info init
2025-02-21 11:33:21,036 DEBUG   HandlerThread:34427 [system_info.py:__init__():47] System info init done
2025-02-21 11:33:21,036 INFO    HandlerThread:34427 [system_monitor.py:start():194] Starting system monitor
2025-02-21 11:33:21,036 INFO    SystemMonitor:34427 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-02-21 11:33:21,036 INFO    HandlerThread:34427 [system_monitor.py:probe():214] Collecting system info
2025-02-21 11:33:21,037 DEBUG   HandlerThread:34427 [system_info.py:probe():196] Probing system
2025-02-21 11:33:21,037 INFO    SystemMonitor:34427 [interfaces.py:start():190] Started cpu monitoring
2025-02-21 11:33:21,039 INFO    SystemMonitor:34427 [interfaces.py:start():190] Started disk monitoring
2025-02-21 11:33:21,041 INFO    SystemMonitor:34427 [interfaces.py:start():190] Started gpuapple monitoring
2025-02-21 11:33:21,042 INFO    SystemMonitor:34427 [interfaces.py:start():190] Started memory monitoring
2025-02-21 11:33:21,043 INFO    SystemMonitor:34427 [interfaces.py:start():190] Started network monitoring
2025-02-21 11:33:21,048 DEBUG   HandlerThread:34427 [system_info.py:_probe_git():181] Probing git
2025-02-21 11:33:21,079 DEBUG   HandlerThread:34427 [system_info.py:_probe_git():189] Probing git done
2025-02-21 11:33:21,080 DEBUG   HandlerThread:34427 [system_info.py:probe():244] Probing system done
2025-02-21 11:33:21,080 DEBUG   HandlerThread:34427 [system_monitor.py:probe():223] {'os': 'macOS-15.3.1-arm64-arm-64bit', 'python': '3.9.18', 'heartbeatAt': '2025-02-21T16:33:21.037616', 'startedAt': '2025-02-21T16:33:20.514258', 'docker': None, 'cuda': None, 'args': ('--config=configs/case_trial.py',), 'state': 'running', 'program': '/Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/main.py', 'codePathLocal': 'main.py', 'codePath': 'surrogate/main.py', 'git': {'remote': 'https://github.com/ajacobth/DiffMicromehanics.git', 'commit': '1bb58ed46f9186957036118c54355ea3c7014b07'}, 'email': 'ajacobth@purdue.edu', 'root': '/Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics', 'host': 'Akshays-MacBook-Pro-2.local', 'username': 'akshayjacobthomas', 'executable': '/Users/akshayjacobthomas/anaconda3/envs/jax_trial/bin/python', 'cpu_count': 12, 'cpu_count_logical': 12, 'disk': {'/': {'total': 926.3517189025879, 'used': 202.2610626220703}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 32.0}}
2025-02-21 11:33:21,080 INFO    HandlerThread:34427 [system_monitor.py:probe():224] Finished collecting system info
2025-02-21 11:33:21,080 INFO    HandlerThread:34427 [system_monitor.py:probe():227] Publishing system info
2025-02-21 11:33:21,080 DEBUG   HandlerThread:34427 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2025-02-21 11:33:21,080 DEBUG   HandlerThread:34427 [system_info.py:_save_pip():68] Saving pip packages done
2025-02-21 11:33:21,080 DEBUG   HandlerThread:34427 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2025-02-21 11:33:21,873 INFO    Thread-12 :34427 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_113320-z2lz6xbm/files/conda-environment.yaml
2025-02-21 11:33:21,873 INFO    Thread-12 :34427 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akshayjacobthomas/Documents/GitHub/DiffMicromehanics/surrogate/wandb/run-20250221_113320-z2lz6xbm/files/requirements.txt
2025-02-21 11:33:22,332 DEBUG   HandlerThread:34427 [system_info.py:_save_conda():87] Saving conda packages done
2025-02-21 11:33:22,333 INFO    HandlerThread:34427 [system_monitor.py:probe():229] Finished publishing system info
2025-02-21 11:33:22,335 DEBUG   SenderThread:34427 [sender.py:send():382] send: files
2025-02-21 11:33:22,335 INFO    SenderThread:34427 [sender.py:_save_file():1392] saving file wandb-metadata.json with policy now
2025-02-21 11:33:22,338 DEBUG   HandlerThread:34427 [handler.py:handle_request():146] handle_request: stop_status
2025-02-21 11:33:22,338 DEBUG   SenderThread:34427 [sender.py:send_request():409] send_request: stop_status
2025-02-21 11:33:22,339 DEBUG   HandlerThread:34427 [handler.py:handle_request():146] handle_request: internal_messages
2025-02-21 11:33:22,466 DEBUG   SenderThread:34427 [sender.py:send():382] send: telemetry
2025-02-21 11:33:22,466 DEBUG   SenderThread:34427 [sender.py:send():382] send: exit
2025-02-21 11:33:22,466 INFO    SenderThread:34427 [sender.py:send_exit():589] handling exit code: 1
2025-02-21 11:33:22,466 INFO    SenderThread:34427 [sender.py:send_exit():591] handling runtime: 1
2025-02-21 11:33:22,466 INFO    SenderThread:34427 [sender.py:_save_file():1392] saving file wandb-summary.json with policy end
2025-02-21 11:33:22,466 INFO    SenderThread:34427 [sender.py:send_exit():597] send defer
2025-02-21 11:33:22,467 DEBUG   HandlerThread:34427 [handler.py:handle_request():146] handle_request: defer
